Geneid	0_R1	0_R2	0_R3	1_R1	1_R2	1_R3	4_R2	4_R3	7_R1	7_R2	7_R3	20_R1	20_R2	20_R3	gene_length	Entity	Symbol
gene-b2751	102.4016102962158	98.2102276940116	123.06811757065083	65.8225202810617	154.1391530962067	80.64731059526625	40.057938657177125	22.907346278936238	10.37979712287527	15.4024331591844	12.782062304468239	5.060116082542028	10.903134170048023	5.880259263094623	1428.0	host	cysN
gene-b1314	1.5885361428149352	1.8157715210457979	1.3732383145164115	1.2996591164785916	1.310159726097532	1.0549190285865957	0.39718418889464285	0.25226006582431126	0.10998974698552613	0.20179579069916528	0.14652123340640508	0.07233991240006263	0.11101788548112193	0.06297395570529035	789.0	host	ycjR
gene-b1821	42.47681844651964	73.32007332203058	65.62605221690328	114.49325034703894	141.48006270305737	120.53921409626341	19.758862645686012	21.392093250861638	10.6832051921275	12.235109108793306	10.058540545169157	5.2546334464312165	8.689792821885439	4.68822774471581	567.0	host	mntP
gene-b4418	206.89796704893863	249.42771056684094	299.85883252091213	213.70925751869552	175.53984518534054	298.86014970298277	57.48359808387023	71.90966001702961	17.767184016903386	24.270592128528598	23.181855498411803	7.632674047162584	10.106897497454446	6.174056047816308	169.0	host	sraB
gene-b1084	216.59945952543453	218.7211721102637	253.05608577989793	203.63847860220423	217.26534924137903	225.98409599533585	60.309379027107525	77.10414004630879	22.814980579797712	21.36503659492148	24.28702116976025	10.82763646267348	13.437267205367482	9.513099542184307	3186.0	host	rne
gene-b1163	3.3373914710602257	3.0349914004100387	4.239946134028112	4.68589966291672	5.199191087204146	6.648909660485206	2.6502704881503307	3.554854136683189	0.8162654935940705	0.9508473042185092	0.8796512662344382	0.3673220205383378	0.46073109466531204	0.2664702407876086	1212.0	host	bluF
gene-b0472	408.1018697428856	384.4961386077364	440.6478958087529	345.78034595939624	416.3091613915913	381.89089571068547	116.81505810139959	148.4924396442771	55.84974429854166	54.63618654634513	64.86103312475616	17.217042398566193	22.639061239828866	18.03798553023812	606.0	host	recR
gene-b3628	0.0	0.011950648399275395	0.0	0.0	0.0	0.0	0.010363039849136018	0.0	0.0	0.007020144570619109	0.0	0.0	0.0	0.0	1080.0	host	waaB
gene-b2586	26.551151447647104	33.70082848595661	35.06516808344935	29.031968629158794	31.948520778973723	29.367462830953738	8.01408414999852	7.624546749884806	2.4641777019090654	3.0420626472682804	3.1319667350667477	1.3740564471989674	1.9938246863548252	1.993592171818405	324.0	host	yfiM
gene-b0737	76.7418934849599	111.63457637182869	97.2031921506454	85.5948656079487	89.17228504734466	108.34062015279736	29.716353229730306	27.70685296443645	10.669291145250543	11.443747357196242	8.730170632877162	5.633494165139423	8.073607512697198	5.3414727320848785	693.0	host	tolQ
