Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	gene_length	Entity	Symbol
gene-b0378	15.876081022465264	17.15808600672211	9.893235960901043	9.730116807414875	9.313139507331208	11.175963906845189	7.303137285238198	6.981658813765898	5.910964384505533	4.929598527004753	6.415370117543192	5.746722649531132	1095.0	host	yaiW
gene-b3128	1.098383080405942	1.4044856961819088	0.6605843109084406	0.7336292842905024	0.504744340850233	0.8113934179179902	0.6161638654683868	0.5576068090022591	0.60019974193369	0.6355348360354964	0.4818028626783945	1.2660541111429318	1572.0	host	garD
gene-b3532	1.9900619012358787	2.1427177641799897	1.216278121547279	1.1077784934981736	1.2396045758098242	1.4090060639936306	0.8934954064174787	0.7491947895312405	0.7661011064989511	0.5607688932121855	0.7687226443631565	1.4383940561363702	2340.0	host	bcsB
gene-b0048	78.97499164377861	79.7378631611199	61.40355442345191	61.586832307409175	70.89092894754569	80.69709410575929	62.50681847437531	61.673430569861274	31.92222347448524	29.636317387574675	23.076851488349227	20.79261147017129	480.0	host	folA
gene-b3636	2162.5272778411777	2434.7413244029126	2363.8823157587394	2282.220706775635	2493.493192175304	2909.5791565829263	2056.959476341788	2242.580140286613	878.2542763793106	812.8463451195233	678.3861739114724	550.8691870019405	168.0	host	rpmG
gene-b3228	143.1001869092289	135.72037097834337	122.15258210296956	98.49559023282211	124.82507993085031	149.13333552536224	78.53527216342155	82.41542590557137	66.69014578324413	56.74099815559497	48.781959360810724	64.47230267541363	498.0	host	sspB
gene-b4771	12.83850795834757	15.826892576329469	11.870582267353324	17.24215777635252	9.876072330442993	13.815801552054335	15.312256494160179	15.410652316307162	5.591194040413398	4.418179158641461	7.36355375126813	7.859051582078428	54.0	host	ychT
gene-b1695	0.4087732486738023	0.3833075545829793	0.25595943013980604	0.3030848046624467	0.22582482462903186	0.33425326335615324	0.266597322889396	0.16373818086076364	0.3603699283860198	0.07766330552299444	0.18080154299988713	0.44461229316715245	1152.0	host	ydiO
gene-b2871	0.7212440277352301	0.9400936191955097	0.5462252892947544	0.5303466164975144	0.5650714408762542	0.6031637834998254	0.6217006396125185	0.3800521774247179	0.6305857940315862	0.2616027133406128	0.3638275752506272	0.9413745996681963	1197.0	host	ygeX
gene-b2611	6.556888069636344	6.798369765741521	4.904708764101896	5.437157707883892	3.810280677377119	4.603579036223383	4.026924597490177	4.2309245450225115	2.4779155406377553	2.2781236286745035	2.6776559095520467	2.605312554247002	792.0	host	ypjD
