gene-Y11_RS09260	99	64	125	205	233	338	290	379	367	188	host	gene-Y11_RS09260	False	
gene-Y11_RS15710	1911	1363	1981	2678	3154	2365	2536	2788	2380	2072	host	gene-Y11_RS15710	False	
gene-Y11_RS05290	2524	779	845	1061	1142	1021	916	1106	938	957	host	gene-Y11_RS05290	False	
gene-Y11_RS06620	580	415	425	414	418	315	323	389	361	327	host	fliF	False	
gene-Y11_RS08795	3873	2352	2795	3057	2718	2130	1976	1935	1691	1524	host	gene-Y11_RS08795	False	
gene-Y11_RS01250	3275	2287	2675	3100	3335	2543	2709	3100	2960	2234	host	rcsC	False	
gene-Y11_RS01135	510	266	278	415	468	331	344	388	313	415	host	edd	False	
gene-Y11_RS17900	4422	4865	4276	4811	4604	3247	3020	3161	5048	2351	host	waaL-ps	False	
gene-Y11_RS08710	5725	3636	3447	4065	3482	2498	1964	1986	1672	1413	host	gene-Y11_RS08710	False	
gene-g270	4	1436	2476	5880	5720	6170	6070	6859	5462	9670	phage	g270	False	
gene-g153	0	182	384	780	877	901	892	1112	793	1037	phage	g153	False	
gene-Y11_RS13905	3509	2064	2676	3538	4234	3106	2861	3133	2539	2406	host	mobB	False	
gene-Y11_RS01580	5473	5299	5664	7084	6746	4982	4298	4938	3346	3449	host	gene-Y11_RS01580	False	
gene-Y11_RS14305	1508	490	615	1269	1550	1348	1748	1894	2034	1463	host	gene-Y11_RS14305	False	
gene-g157	0	598	959	2462	2420	2670	3156	3800	3732	4382	phage	g157	False	
gene-Y11_RS03185	1189	731	810	743	767	592	630	665	650	450	host	gene-Y11_RS03185	False	
gene-Y11_RS16925	1965	963	1256	1419	1614	1095	1116	1341	1138	1168	host	gene-Y11_RS16925	False	
gene-Y11_RS11380	199	93	122	179	224	202	182	203	155	149	host	fliL	False	
gene-Y11_RS14935	884	386	515	818	996	759	1061	1084	940	855	host	gene-Y11_RS14935	False	
gene-Y11_RS15860	2099	882	993	1466	1732	1480	1593	2003	1975	1325	host	gene-Y11_RS15860	False	
gene-Y11_RS20530	1223	754	1016	1019	1226	931	866	956	837	805	host	gene-Y11_RS20530	False	
gene-Y11_RS03070	1573	773	1072	1059	1198	886	945	994	967	617	host	gene-Y11_RS03070	False	
gene-g033	2	3388	6275	12243	11544	11235	11256	10133	8043	8704	phage	g033	False	
gene-Y11_RS07765	3410	2672	2952	3113	2691	2051	1957	2014	1412	1527	host	hisA	False	
gene-Y11_RS16100	7155	7070	7920	7107	7024	5063	4728	4965	4017	3954	host	recQ	False	
gene-Y11_RS19890	1191	547	704	657	773	510	412	641	575	488	host	gene-Y11_RS19890	False	
gene-Y11_RS00020	1273	928	1232	1901	2277	1959	2031	2447	2200	2199	host	gene-Y11_RS00020	False	
gene-Y11_RS02670	400	118	162	290	390	288	291	525	459	241	host	gene-Y11_RS02670	False	
gene-Y11_RS04375	1872	592	594	632	842	553	544	804	688	622	host	gene-Y11_RS04375	False	
gene-g007	0	741	1143	2913	2051	2386	2425	2455	2177	2197	phage	g007	False	
gene-Y11_RS18250	6405	3641	3665	3410	3263	2545	2198	2415	1975	1900	host	mog	False	
gene-Y11_RS12345	3490	1991	2244	2509	2832	2102	2350	2456	2213	1986	host	gene-Y11_RS12345	False	
gene-Y11_RS07000	2595	1007	909	947	915	825	843	886	818	824	host	gene-Y11_RS07000	False	
gene-Y11_RS12105	1936	883	864	881	1055	775	788	1020	765	772	host	gene-Y11_RS12105	False	
gene-Y11_RS11860	627	415	513	554	660	421	357	432	346	325	host	gene-Y11_RS11860	False	
gene-Y11_RS16635	9361	6753	7001	8349	8349	6504	6280	5965	4665	4112	host	gene-Y11_RS16635	False	
gene-g278	0	826	1423	3291	2620	3171	3250	3382	3001	4533	phage	g278	False	
gene-Y11_RS17135	424	165	344	518	736	570	441	600	636	650	host	gene-Y11_RS17135	False	
gene-Y11_RS12625	878	413	430	481	531	430	461	544	529	385	host	gene-Y11_RS12625	False	
gene-Y11_RS09745	5344	4331	4125	3984	3442	2549	2259	2579	1929	2287	host	ispA	False	
gene-Y11_RS08270	4813	3499	3258	3267	3417	2581	2695	2949	2492	2606	host	dinG	False	
gene-Y11_RS09365	967	507	679	770	951	694	738	835	772	662	host	gene-Y11_RS09365	False	
gene-Y11_RS09145	450	166	236	475	667	519	715	680	803	492	host	gene-Y11_RS09145	False	
gene-Y11_RS18365	3353	2692	2252	2196	1627	1223	1136	1243	1012	1136	host	apaG	False	
gene-Y11_RS08880	2049	927	969	1032	1066	617	757	961	768	552	host	ybfF	False	
gene-Y11_RS04035	1889	603	695	936	1074	886	820	1005	721	707	host	pspF	False	
gene-Y11_RS18140	764	340	424	565	542	416	392	586	470	429	host	gene-Y11_RS18140	False	
gene-Y11_RS19625	2611	2325	2634	3447	3885	3098	3542	3410	2731	2127	host	arfB	False	
gene-Y11_RS02955	511	333	289	338	334	335	296	336	289	338	host	gene-Y11_RS02955	False	
gene-Y11_RS04950	702	442	541	904	1037	829	814	945	733	747	host	gene-Y11_RS04950	False	
gene-Y11_RS01675	3758	5596	4845	4130	4331	4014	4086	4866	3920	4307	host	gene-Y11_RS01675	False	
gene-Y11_RS09955	930	311	451	619	810	624	559	623	604	451	host	gene-Y11_RS09955	False	
gene-Y11_RS13745	1489	1013	933	1030	1165	800	905	1116	890	805	host	gene-Y11_RS13745	False	
gene-Y11_RS17150	4159	3290	4024	3791	3817	2866	2955	3119	2637	2712	host	tsaE	False	
gene-Y11_RS16175	4189	2237	2334	2867	3243	2404	2213	2342	1886	1687	host	gene-Y11_RS16175	False	
gene-Y11_RS07855	2284	2935	3826	4698	6138	3740	3924	3895	3018	2527	host	gene-Y11_RS07855	False	
gene-Y11_RS12290	1799	1216	1521	1759	1542	1116	1102	1136	1169	893	host	gene-Y11_RS12290	False	
gene-Y11_RS07485	753	452	543	647	682	607	426	628	364	405	host	gene-Y11_RS07485	False	
gene-Y11_RS15155	1392	701	819	1102	1043	840	896	1062	1081	804	host	gene-Y11_RS15155	False	
gene-Y11_RS10245	2918	2724	2864	3407	3215	2523	2258	2462	1734	1778	host	emrB	False	
gene-Y11_RS14095	2181	1553	1686	2167	2525	1975	2374	2551	2331	2199	host	pstB	False	
gene-Y11_RS02470	1574	1679	1894	2523	2752	2229	2765	2843	2455	2296	host	pabC	False	
gene-Y11_RS13225	1345	708	917	1469	1814	1376	1412	1734	1593	1578	host	gene-Y11_RS13225	False	
gene-Y11_RS10845	729	353	692	626	994	734	834	756	769	636	host	gene-Y11_RS10845	False	
gene-Y11_RS13240	668	222	308	507	566	497	726	779	790	652	host	gene-Y11_RS13240	False	
gene-Y11_RS05395	1753	1285	1290	1318	1292	919	842	979	810	770	host	gene-Y11_RS05395	False	
gene-Y11_RS15660	3409	2823	2939	3245	2968	2863	2570	2879	2720	2289	host	mscL	False	
gene-Y11_RS00565	1544	935	1029	1139	1084	686	600	727	612	458	host	gene-Y11_RS00565	False	
gene-Y11_RS20550	3780	2793	3009	3909	3892	3058	2728	2725	2088	2261	host	srlD	False	
gene-Y11_RS05265	1000	720	791	1040	1315	985	1048	1149	940	927	host	gene-Y11_RS05265	False	
gene-Y11_RS19640	4103	4063	3961	4042	3793	3162	2547	3263	2414	2477	host	tsaA	False	
gene-g026	1	2521	4946	10217	10292	10452	10473	9648	7345	7839	phage	g026	False	
gene-Y11_RS17845	2719	1250	1469	1838	2254	1261	1840	1944	1702	1476	host	gene-Y11_RS17845	False	
gene-Y11_RS07150	206	57	68	107	184	87	168	238	307	164	host	gene-Y11_RS07150	False	
gene-Y11_RS00130	4866	3651	4698	5347	5696	4186	3783	3984	2892	2518	host	gene-Y11_RS00130	False	
gene-g175	1	977	1715	3849	4052	4800	6023	7117	7341	11150	phage	g175	False	
gene-Y11_RS05775	102	49	76	95	131	106	108	180	118	183	host	gene-Y11_RS05775	False	
gene-Y11_RS19360	10053	6809	6963	7059	6636	4578	4415	4586	3929	3509	host	recC	False	
gene-Y11_RS14165	587	197	302	481	652	443	609	842	746	544	host	gene-Y11_RS14165	False	
gene-Y11_RS00495	1304	938	937	1541	1659	1252	1267	1333	1297	997	host	gene-Y11_RS00495	False	
gene-Y11_RS08095	5752	3618	4233	5152	5332	3841	3827	3695	2861	3120	host	fghA	False	
gene-Y11_RS03415	1974	1857	2613	3939	5303	4761	3817	5043	3287	3825	host	gene-Y11_RS03415	False	
gene-Y11_RS13250	1439	527	822	1441	1686	1354	1703	2209	2190	1660	host	gene-Y11_RS13250	False	
gene-Y11_RS07525	441	242	312	204	362	209	195	241	180	184	host	cbiD	False	
gene-Y11_RS15040	2166	885	975	1205	1385	1108	1050	1495	1281	1021	host	glgB	False	
gene-Y11_RS10035	8400	6186	6735	6957	7139	4689	3838	3899	3429	2725	host	ddlA	False	
gene-Y11_RS08505	1953	789	843	995	897	641	716	833	861	720	host	gene-Y11_RS08505	False	
gene-Y11_RS10000	7732	6359	7269	7967	8004	6195	5132	5417	4047	4021	host	frsA	False	
gene-Y11_RS15760	1461	911	1369	1489	1574	1343	1161	1677	1274	1313	host	ytfT	False	
gene-Y11_RS17855	456	181	209	390	483	313	385	448	336	319	host	lsrG	False	
gene-Y11_RS19960	1751	975	1161	1517	1846	1499	1770	1906	1542	1290	host	kch	False	
gene-Y11_RS03005	3068	1589	1751	1807	1929	1111	1253	1323	1049	874	host	pip	False	
gene-Y11_RS17515	650	226	246	572	719	584	772	888	943	643	host	gene-Y11_RS17515	False	
gene-Y11_RS14655	3582	2116	2024	1933	1869	1526	1559	1700	1553	1581	host	uhpB	False	
gene-Y11_RS19475	4417	3351	3305	3795	3814	2553	2678	3167	2354	2085	host	truC	False	
gene-Y11_RS09330	1670	1558	1766	2869	3249	2461	2593	2863	2200	1791	host	gene-Y11_RS09330	False	
gene-Y11_RS07745	4029	2582	2969	3400	3305	2656	2455	2525	2020	2250	host	hisD	False	
gene-Y11_RS01815	11538	8639	10314	9995	9270	6797	5974	5966	4787	4382	host	macB	False	
gene-Y11_RS08775	2544	1962	2670	3421	3859	2763	3090	2727	1753	1942	host	pxpA	False	
gene-Y11_RS02050	2006	1699	1948	2333	3020	2133	2233	2373	1965	1832	host	gene-Y11_RS02050	False	
gene-Y11_RS17880	705	206	221	359	499	421	508	723	575	487	host	lsrA	False	
gene-Y11_RS07940	1592	796	694	668	752	540	604	675	463	719	host	gene-Y11_RS07940	False	
gene-Y11_RS19470	3138	2253	2258	2804	2669	2034	2246	2181	1825	1719	host	gene-Y11_RS19470	False	
gene-Y11_RS00970	1678	1159	1247	1899	2223	1712	1850	1865	1543	1416	host	gene-Y11_RS00970	False	
gene-Y11_RS02360	217	102	83	114	148	122	128	257	132	99	host	ttrC	False	
gene-Y11_RS09290	732	649	581	650	648	471	468	501	391	442	host	purE	False	
gene-Y11_RS18060	2266	1720	1667	1927	2079	1467	1501	1657	1253	1257	host	rimI	False	
gene-Y11_RS09775	7015	10180	10574	11310	9980	7210	5960	5844	4875	4972	host	ribE	False	
gene-Y11_RS15390	474	364	485	617	670	559	583	865	858	1411	host	tauB	False	
gene-Y11_RS02005	1085	278	293	369	457	362	450	548	541	401	host	gene-Y11_RS02005	False	
gene-Y11_RS02135	4513	8721	9484	9581	9566	5931	5056	5627	4274	4176	host	fabA	False	
gene-Y11_RS00425	447	145	246	502	1196	1059	1819	2210	2405	1986	host	gene-Y11_RS00425	False	
gene-Y11_RS00730	1855	2194	2276	2255	2177	1785	1501	1386	1217	1118	host	gene-Y11_RS00730	False	
gene-Y11_RS06685	787	359	468	599	608	320	326	463	462	323	host	flgL	False	
gene-Y11_RS04465	213	81	124	166	219	145	272	231	222	153	host	gene-Y11_RS04465	False	
gene-Y11_RS05920	2202	1195	1513	1989	2203	1701	1937	2349	1868	1967	host	gene-Y11_RS05920	False	
gene-Y11_RS14570	393	137	148	288	428	361	513	542	513	458	host	gene-Y11_RS14570	False	
gene-Y11_RS09405	3155	2111	3616	3527	3407	2154	1661	1759	1524	1128	host	gene-Y11_RS09405	False	
gene-Y11_RS18890	2316	2002	2214	2193	2368	1508	1446	1680	1132	1206	host	mtnN	False	
gene-Y11_RS07955	1430	492	452	456	461	422	363	443	466	529	host	gene-Y11_RS07955	False	
gene-Y11_RS06730	647	432	527	563	608	407	342	447	369	296	host	flgC	False	
gene-Y11_RS03395	5475	4981	5539	5979	5979	4195	4368	4358	3399	2924	host	gene-Y11_RS03395	False	
gene-Y11_RS05605	648	309	410	430	451	337	323	489	308	322	host	gene-Y11_RS05605	False	
gene-Y11_RS23340	1253	685	734	825	750	543	490	590	409	408	host	gene-Y11_RS23340	False	
gene-Y11_RS17895	9084	7864	6552	6141	5373	3842	4189	4378	3741	3889	host	rfaQ	False	
gene-Y11_RS11500	1981	1102	1245	1381	1595	1213	1253	1460	1085	1106	host	gene-Y11_RS11500	False	
gene-Y11_RS19915	5490	2793	2977	3518	3861	2775	2538	2478	2128	1997	host	gene-Y11_RS19915	False	
gene-Y11_RS01715	634	564	678	914	1406	922	1169	1287	1044	984	host	potI	False	
gene-Y11_RS19140	1465	756	821	974	1134	869	772	900	637	761	host	cbpM	False	
gene-Y11_RS04100	2924	2019	2125	2309	2590	1727	1982	2052	1635	1736	host	zntB	False	
gene-Y11_RS00630	478	128	160	305	367	329	391	589	566	391	host	gene-Y11_RS00630	False	
gene-Y11_RS02235	166	92	161	182	229	187	158	256	213	273	host	nrfB	False	
gene-Y11_RS01125	395	119	145	236	273	232	262	466	363	239	host	gene-Y11_RS01125	False	
gene-Y11_RS13810	1337	582	788	1247	1446	1393	1812	1788	2060	1347	host	gene-Y11_RS13810	False	
gene-Y11_RS14990	1611	783	915	1292	1382	1040	946	1137	964	790	host	gene-Y11_RS14990	False	
gene-Y11_RS12190	4008	1752	1596	1784	1716	1206	1322	1470	1256	1284	host	exuR	False	
gene-Y11_RS11005	2788	2358	2768	2865	3194	2151	2025	2196	1799	1677	host	gene-Y11_RS11005	False	
gene-Y11_RS07070	1344	570	622	970	1239	882	1016	1198	1191	921	host	gene-Y11_RS07070	False	
gene-g241	6	1251	2038	4691	4141	4394	4920	7404	9205	16525	phage	g241	False	
gene-Y11_RS12920	589	241	282	367	487	331	464	412	428	313	host	gene-Y11_RS12920	False	
gene-g098	3	957	1473	4079	3915	4005	4970	4700	3337	6258	phage	g098	False	
gene-Y11_RS00840	588	411	414	482	669	469	554	520	456	393	host	gene-Y11_RS00840	False	
gene-Y11_RS18170	1216	516	496	526	526	388	425	545	397	426	host	gene-Y11_RS18170	False	
gene-Y11_RS20565	3413	778	881	1179	1176	782	770	829	742	802	host	gene-Y11_RS20565	False	
gene-Y11_RS12335	8675	6795	7002	8081	8624	6377	6031	6752	5076	5021	host	diaA	False	
gene-Y11_RS02365	773	389	454	657	749	562	667	855	641	569	host	ttrA	False	
gene-Y11_RS20580	1143	367	485	650	802	490	608	627	523	527	host	gene-Y11_RS20580	False	
gene-Y11_RS04690	554	317	365	463	426	393	377	491	397	365	host	gene-Y11_RS04690	False	
gene-Y11_RS18145	2011	1258	1325	1340	1474	1065	915	1070	944	939	host	gene-Y11_RS18145	False	
gene-Y11_RS13780	6636	4684	4377	3802	3547	2411	2383	2710	2289	2228	host	recG	False	
gene-Y11_RS03090	3411	1526	1530	1825	2256	1703	1831	2073	1842	1745	host	gene-Y11_RS03090	False	
gene-Y11_RS03120	2036	1686	1708	2174	2131	1466	1332	1536	1266	998	host	ansP	False	
gene-Y11_RS01515	4686	7047	8237	7931	7856	5889	4622	4338	3336	3724	host	fruB	False	
gene-g051	4	619	1003	2673	2844	3301	2891	3141	2078	4040	phage	g051	False	
gene-Y11_RS08280	1044	612	634	1000	1022	823	1146	1150	1020	996	host	gene-Y11_RS08280	False	
gene-g008	1	652	1151	2410	1993	2352	2287	2628	2148	2230	phage	g008	False	
gene-Y11_RS09440	6383	5751	7100	8589	10270	7301	7163	8374	5541	5050	host	recR	False	
gene-Y11_RS19210	238	123	210	330	366	352	493	524	512	427	host	gene-Y11_RS19210	False	
gene-Y11_RS16325	774	418	672	886	1083	823	871	1120	741	733	host	metR	False	
gene-g357	2	1444	2558	5468	4506	4488	4198	4304	3685	3736	phage	g357	False	
gene-Y11_RS06140	383	222	230	388	309	342	369	403	281	337	host	gene-Y11_RS06140	False	
gene-Y11_RS00820	748	519	643	634	657	466	436	536	440	435	host	gene-Y11_RS00820	False	
gene-Y11_RS00400	954	192	451	672	1182	1062	656	1046	1015	896	host	gene-Y11_RS00400	False	
gene-Y11_RS14760	484	216	236	462	484	423	496	571	530	500	host	gene-Y11_RS14760	False	
gene-Y11_RS12340	12154	7859	8779	10872	11598	7949	6669	7111	5545	4820	host	dolP	False	
gene-Y11_RS13270	5012	3476	3651	4123	3896	2957	2478	2615	1718	1942	host	argE	False	
gene-Y11_RS20400	5509	4454	5475	6295	6644	5181	4580	5033	3626	3553	host	gene-Y11_RS20400	False	
gene-Y11_RS10835	1399	949	1177	1525	2290	1611	1424	1694	1539	1313	host	queE	False	
gene-g364	3	1202	2808	5375	4340	4911	4068	4775	4207	4393	phage	g364	False	
gene-Y11_RS18440	661	265	443	862	857	707	774	837	819	655	host	gene-Y11_RS18440	False	
gene-Y11_RS02340	1887	1301	1334	1218	1405	907	1108	1169	935	871	host	gene-Y11_RS02340	False	
gene-Y11_RS10085	2646	1564	1537	1790	2259	1597	1555	1957	1435	1475	host	dpaA	False	
gene-g341	1	1423	2640	5318	5686	5043	4171	3836	3067	2875	phage	g341	False	
gene-Y11_RS05450	720	745	730	728	818	614	571	484	493	557	host	znuC	False	
gene-Y11_RS17545	545	210	246	421	398	366	337	409	408	344	host	gene-Y11_RS17545	False	
gene-Y11_RS09795	187	79	64	135	199	159	258	321	315	228	host	gene-Y11_RS09795	False	
gene-Y11_RS12050	1103	511	624	769	1049	809	949	1020	985	864	host	gene-Y11_RS12050	False	
gene-Y11_RS05505	979	526	585	673	625	435	490	649	504	545	host	gene-Y11_RS05505	False	
gene-Y11_RS20370	8510	6751	7743	9914	9186	6438	5444	5076	3838	3663	host	fdx	False	
gene-Y11_RS05375	3453	2375	2862	3459	4148	2865	3110	3121	2515	2386	host	fadD	False	
gene-Y11_RS07575	165	124	95	133	219	157	126	192	115	209	host	pduE	False	
gene-Y11_RS10075	4525	3377	4700	4259	4540	3179	2764	2960	2131	1895	host	gene-Y11_RS10075	False	
gene-Y11_RS12135	1630	520	663	1135	1212	1126	1467	1634	1897	1139	host	gene-Y11_RS12135	False	
gene-Y11_RS15230	322	89	134	232	294	189	211	358	347	297	host	gene-Y11_RS15230	False	
gene-Y11_RS17955	1210	406	524	790	1046	700	956	1050	1431	767	host	gene-Y11_RS17955	False	
gene-Y11_RS15055	1910	1244	1484	1612	1719	1554	1376	1493	1000	1082	host	glgA	False	
gene-Y11_RS16520	4666	6007	4365	4512	3688	3136	3129	3454	2375	3087	host	gene-Y11_RS16520	False	
gene-Y11_RS14105	3843	1796	2221	2068	2206	1645	1800	1624	1574	1193	host	gene-Y11_RS14105	False	
gene-Y11_RS05615	1436	677	719	773	780	434	574	593	498	477	host	hutC	False	
gene-Y11_RS02630	3720	2901	2934	3272	2866	2184	2144	2462	1820	1867	host	hflD	False	
gene-Y11_RS09740	1587	1007	904	925	924	598	666	743	599	594	host	xseB	False	
gene-g085	7	1488	2371	5263	4544	4819	5606	6293	4462	6232	phage	g085	False	
gene-Y11_RS23600	649	399	432	538	534	391	417	601	479	458	host	gene-Y11_RS23600	False	
gene-Y11_RS18085	5086	3761	4536	4585	4647	2946	2750	2924	2147	1819	host	gene-Y11_RS18085	False	
gene-Y11_RS21765	208	88	118	250	310	266	276	317	210	300	host	gene-Y11_RS21765	False	
gene-Y11_RS18550	6459	8935	10519	9971	8929	5630	5289	5364	3946	3877	host	gene-Y11_RS18550	False	
gene-Y11_RS18390	1670	1146	1768	1586	1808	1413	1554	1651	1445	874	host	djlA	False	
gene-Y11_RS19280	6265	2924	2603	2410	2221	1769	1586	1803	1367	1510	host	galR	False	
gene-Y11_RS16395	2578	3514	3594	4189	4792	3609	3263	3849	2819	2721	host	tatC	False	
gene-Y11_RS03215	1796	1040	1100	1149	1241	820	704	819	690	661	host	tehB	False	
gene-Y11_RS09470	910	293	354	392	380	327	336	350	286	314	host	rsmS	False	
gene-Y11_RS18005	850	418	538	658	710	507	553	668	550	473	host	gene-Y11_RS18005	False	
gene-g195	2	792	1513	3262	3777	4508	4626	5507	4846	7328	phage	g195	False	
gene-Y11_RS15275	7996	7014	7045	7711	7049	5529	4503	4975	3744	3962	host	gene-Y11_RS15275	False	
gene-Y11_RS17630	226	74	103	142	170	171	163	224	182	186	host	phnL	False	
gene-g194	7	2038	4272	9241	12330	11816	13226	15706	13688	16472	phage	g194	False	
gene-Y11_RS02975	2181	1913	1948	2050	1923	1472	1336	1361	978	1093	host	dbpA	False	
gene-g133	0	545	1008	2379	1953	2087	2419	2560	1934	2724	phage	g133	False	
gene-Y11_RS14610	1205	536	673	815	1027	735	918	1029	877	802	host	gene-Y11_RS14610	False	
gene-Y11_RS01670	2439	3188	2647	2417	2380	2183	1796	2364	1736	2226	host	ybjG	False	
gene-Y11_RS05705	718	637	649	894	891	734	779	946	838	760	host	gene-Y11_RS05705	False	
gene-Y11_RS08945	4468	2588	2737	3361	2888	2268	2229	2514	1646	1925	host	gene-Y11_RS08945	False	
gene-Y11_RS09095	2091	1784	2655	4491	5311	3355	3369	3907	2764	2053	host	ybeD	False	
gene-Y11_RS19835	485	233	252	317	346	240	366	435	465	336	host	gene-Y11_RS19835	False	
gene-Y11_RS10240	2123	2116	1975	2057	1799	1260	1132	1066	909	883	host	emrA	False	
gene-Y11_RS10675	288	110	142	162	213	169	259	205	270	244	host	gene-Y11_RS10675	False	
gene-Y11_RS03315	1462	765	867	988	1063	860	897	1087	866	946	host	yfcF	False	
gene-Y11_RS00660	2333	1855	2485	2302	2560	1801	1563	1886	1398	1216	host	gene-Y11_RS00660	False	
gene-Y11_RS19965	815	244	498	556	1040	804	916	1043	929	642	host	crcB	False	
gene-Y11_RS10855	198	80	85	245	321	256	286	278	194	267	host	gene-Y11_RS10855	False	
gene-Y11_RS08495	1590	1245	1204	1193	1436	974	1037	1149	939	962	host	moaA	False	
gene-Y11_RS17580	473	268	303	375	443	320	367	406	385	304	host	gene-Y11_RS17580	False	
