Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	gene_length	Entity	Symbol
gene-b0629	66.28447454393083	32.08757158415711	13.704515541292968	21.307564515834486	2.175856214407834	4.6192447503718945	2.1602047135172318	0.40810174166650803	1.7243405107723198	0.746510109370893	4.821608483410889	1.2217774530108596	954.0	host	ybeF
gene-b2919	24.096778775457093	21.09574124187428	8.741811663047969	11.936239899064061	1.4275268747301242	3.3639385434006006	1.8192968813326305	1.4859887845414068	1.7512035815118792	1.8121390441217098	5.03178204290037	0.0	786.0	host	scpB
gene-b4301	38.12529636862948	36.26960105602593	15.82986037720179	33.34793090283538	1.2851124637677114	7.65787589421843	2.6576848782221867	1.8451614291462022	2.2805524851823873	0.5625360539809099	8.421210334316259	1.2275678674801054	633.0	host	sgcE
gene-b1834	167.58761622088878	175.29389191732298	58.18637017660117	176.0142224903177	2.9499241288913454	26.433864833449373	2.714440677159164	6.503598598402939	2.689317084091886	4.596393680249485	5.238968671040989	4.277612631612053	2634.0	host	letB
gene-b0801	345.42867653272424	560.2250671402458	118.19087676264095	429.067157623999	10.073528733420172	167.5867099572769	5.189460099920863	33.340334000125154	3.9878169146973783	10.492385183643933	8.431528605756005	13.594805471623594	1086.0	host	hcxB
gene-b2489	53.93278778839395	11.763329108421232	9.178518328252935	19.571344603933102	2.697912945265648	2.3224028942581225	4.432976358141355	3.590650106520343	3.98085225605419	0.46915062209475095	8.779028559983846	1.0237818973845938	759.0	host	hyfI
gene-b2214	126.99611900639313	41.06662215529198	33.527524355728715	91.80505725397568	2.89540571651583	23.786485893534362	2.230341230189869	10.323119056245988	2.3525731040986915	2.3604140674142156	6.920564852729202	4.047137813098471	1056.0	host	ftp
gene-b0817	251.95982538456641	853.0460336692022	41.39440839662297	374.20622179288017	4.555274860517025	79.09568318713721	4.493361452763472	22.461292012491267	2.7976545021714165	12.173857168202256	6.797393411911397	9.132003270581167	468.0	host	mntR
gene-b4769	575.3300261501473	276.3542102685531	146.32821411535295	416.97264714063795	12.155391338327009	154.23658221491755	4.9067507064177125	19.46645307749243	5.03577810390855	0.0	12.180194140803398	0.0	60.0	host	ybiE
gene-b0039	53.185922097823294	50.21578623898603	16.197462934142685	39.67259438017881	2.257815471686018	10.409668090995561	2.575722155599849	2.0437221078732213	2.790311576968867	0.9346071448029291	6.769908739677663	1.0197512599933158	1143.0	host	caiA
gene-b4392	202.86850150832615	201.39173217951236	49.783895702861024	126.26977414378838	2.7066660874817225	15.689700977191968	3.385462672274052	7.2321187903996655	3.066160042627497	3.307294013962068	8.407017991922212	4.210025712696863	1938.0	host	slt
gene-b4814	538.5353588450425	341.8814972394471	127.89781153067605	394.9418758355269	9.253906173508268	168.0928878336362	10.839655463367551	24.082209992774143	3.8071174668724432	0.0	11.965988179564283	0.0	97.0	host	zbiJ
gene-b0939	16.97138720206924	5.45077337807797	6.253342483562092	5.5685449671559555	0.9590052337930578	1.2554870347164637	1.0184952626263872	0.5545998027775623	1.195578847081802	0.5072440486750941	4.164168937026802	0.0	702.0	host	elfD
gene-b0322	86.60165805915706	55.62845354075835	18.729535736016324	12.177939460883117	1.747719818594825	8.236933629635116	2.882470374931633	3.638589360278959	1.8825338706200185	0.0	5.758640440401825	0.0	321.0	host	yahH
gene-b4554	410.2226735128737	1494.1348511222873	59.98547907834344	279.2227547816772	5.476604888696784	58.7567932247305	6.008266171123729	18.539479121421365	3.9966492888163097	11.8695107389972	10.030748115955738	27.75180214696095	210.0	host	yibT
