Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	gene_length	Entity	Symbol
gene-NWMN_RS01500	130.8174967872593	75.03379660885267	110.2314707787088	131.6361264022601	94.7318354674784	151.8729861427451	124.64125148500223	70.91744988399118	109.28930019711979	48.18271802825443	82.25629877681625	41.351430845913086	16.911762419395355	35.69565060162187	25.352425764879307	20.857821863027606	8.5870064024459	25.07031471089531	36.22599067486815	19.713604729124853	22.597703064097388	1000.0	host	gene-NWMN_RS01500
gene-NWMN_RS09200	466.4676530177273	562.753474566395	756.3103689539187	665.393570444301	722.712228647053	700.1936374113573	548.1211661689857	664.5978160556888	478.1406883623991	324.3519555072737	598.4145736013382	213.91413264520426	143.30493418540277	188.3515180681324	87.32502207902873	58.40190121647729	87.09677922480842	84.9944815808402	63.12104435772481	84.48687741053509	85.87127164357007	1000.0	host	gene-NWMN_RS09200
gene-NWMN_RS12215	86.06414262319691	68.78098022478162	220.4629415574176	156.88141091776203	168.07261131326814	260.3536905304202	156.1769898125329	139.80868691415407	153.30860166540415	77.56242414304371	172.73822743131413	53.279728205311095	37.3838958744529	53.923216866279844	30.28206410805028	21.274978300288158	27.60109200786182	29.350612344462803	29.639446915801216	27.4582351584239	42.935635821785034	1000.0	host	alsS
gene-NWMN_RS11770	1187.6851682001175	1150.5182146690743	736.4074645077629	872.7655503930669	782.3016090217571	775.1439422610238	813.9223892153158	806.4327158236712	669.3969637073587	441.87077996643086	616.9222408261219	199.60017581392665	183.35910833660228	347.0832409561956	86.62078803000429	78.84256664224435	105.49750723004962	72.76505977064737	79.03852510880324	92.93556515158859	56.49425766024347	1000.0	host	gene-NWMN_RS11770
gene-NWMN_RS15260	3.4425657049278766	8.337088512094741	7.654963248521445	16.229111474251244	10.695529810844336	5.917129330236822	7.508509125602544	10.131064269141598	3.0358138943644386	3.525564733774714	8.225629877681625	2.385659471879601	3.5603710356621803	4.556891566164494	0.7042340490244252	1.2514693117816562	0.0	1.8344132715289252	1.0977572931778228	0.704057311754459	1.1298851532048693	1000.0	host	gene-NWMN_RS15260
gene-CPT_phageK_gp079	0.0	0.0	0.0	0.0	34.95271180014489	45.11972256171869	593.810198822162	158.91865520222115	2723.3036405328053	3026.301754046269	873.6371602112837	4248.968667236545	2809.900670302015	2779.8031340437	2161.0319347514223	1051.0706311368813	1491.3008317973272	1648.5740185308969	817.936806681515	747.7732886281019	1595.1319809951096	306.0	phage	gene-CPT_phageK_gp079
gene-NWMN_RS03275	320.15861055829254	329.31499622774226	514.413530300641	468.8409981450359	412.54186413256724	445.75707621117397	367.9169471545246	455.8978921113719	344.5648770103638	230.336895939948	460.635273150171	124.05429253773927	63.1965858830037	157.21275903267502	59.15566011805171	40.46417441427356	55.81554161589835	47.69474505975205	60.37665112478025	50.69212644632105	55.364372507038595	1000.0	host	gene-NWMN_RS03275
gene-NWMN_RS06375	845.1498805597937	514.8152156218503	1396.2652965303114	1265.870694991597	1095.5278391964841	1244.569535793145	1106.754245113815	1383.9033791647423	963.8709114607093	463.0241683690791	1190.6599247944152	300.59309345682976	176.23836626527793	210.3764939712608	121.83249048122555	98.86607563075084	99.97728882847726	111.2877384727548	139.9640548801724	140.8114623508918	133.3264480781746	1000.0	host	gene-NWMN_RS06375
gene-NWMN_RS04035	292.6180849188695	225.101389826558	176.06415471599323	187.53639925801437	166.54467848314752	185.40338568075376	217.74676464247378	194.51643396751868	145.71906692949304	104.59175376864985	199.47152453377942	51.689288557391365	43.61454518686171	82.78353011865497	19.718553372683903	22.10929117480926	12.88050960366885	17.121190534269967	24.699539096501013	20.41766204087931	18.078162451277908	1000.0	host	gene-NWMN_RS04035
gene-NWMN_RS01115	1535.384304397833	1423.557863440177	1630.5071719350676	1624.7143820333745	1578.3546135145998	1059.1661501123913	994.1266082297768	909.7695713689155	581.35836077079	534.710651289165	999.4140301383175	266.3986410265555	125.50307900709186	145.06104818956973	122.53672453024998	57.98474477921674	46.61517761327774	84.38301049033056	104.28694285189316	57.73269956386564	111.85863016728206	1000.0	host	gene-NWMN_RS01115
