Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	gene_length	Entity	Symbol
gene-PA1715	173.91459945930606	1299.2061065520973	0.0	0.0	0.0	0.9644764802183949	423	host	pscB
gene-PA2803	230.71735170206327	67.15104876240679	0.0	0.0	0.0	0.0	744	host	gene-PA2803
gene-PA5220	208.82446431427624	212.72668002105507	0.0	0.0	0.0	0.0	822	host	gene-PA5220
gene-PA3642	364.1875028281508	535.8786663613848	0.0	0.0	0.0	0.0	606	host	rnhB
gene-PA0615	332.6622280355331	145.23366360241468	6.123866306999676	10.33401418843231	6.327805763897898	7.9064641692321915	516	host	gene-PA0615
gene-PA1578a	96.1645432304398	1077.5768295520336	4.130607861976252	0.0	0.0	0.0	255	host	gene-PA1578a
gene-PA2496	142.56952630094273	193.64488480321955	0.0	0.0	0.0	0.0	516	host	gene-PA2496
gene-PA1420	175.1568465983011	118.9532863791206	5.015738118114021	2.539214914871939	0.9717701708843202	0.9713655979342407	420	host	gene-PA1420
gene-PHIKZ060	145.96403883191755	148.69160797390072	15896.754998097624	16431.894517865032	3267.5771995985265	3238.290062113275	336	phage	gene-PHIKZ060
gene-PA2021	108.9864823278318	333.06920186153764	0.0	0.0	0.0	0.0	225	host	gene-PA2021
gene-PA4166	106.84949247826646	54.423072199597655	0.0	0.0	0.0	0.0	459	host	gene-PA4166
gene-PA2032	103.25035167899853	210.3594959125501	0.0	0.7484001854359399	0.8592494142556094	0.28629722886482883	1425	host	gene-PA2032
gene-PA2393	127.43408290002603	55.63516734880918	0.0	0.0	0.30300183501960987	0.3028756875518791	1347	host	gene-PA2393
gene-PA2135	71.85921911725173	18.300505596787783	1.5433040363427755	2.343890690651021	0.0	1.494408612206524	1365	host	gene-PA2135
gene-PA0255	499.7196787957352	290.8901326301639	0.0	0.0	0.0	0.0	687	host	gene-PA0255
gene-PA2014	152.49974206319746	155.34944116676195	1.3100808517461993	1.3264555525450425	0.7614617010660717	0.0	1608	host	liuB
gene-PA0221	230.50286392545772	216.74785370598983	0.0	0.0	0.0	0.0	1383	host	gene-PA0221
gene-PA4597	187.3205165009609	86.73677131810877	0.7314618088916279	0.0	0.0	0.0	1440	host	oprJ
gene-PA2341	132.19384648928383	89.77606519178913	0.9463656826630228	0.0	0.0	0.3665530558242418	1113	host	gene-PA2341
gene-PA2551	131.41456872326984	160.64430957951976	1.1289442709581397	3.4291648368045475	0.874905620088777	1.3118120615189102	933	host	gene-PA2551
gene-PA1076	135.10720949731214	619.3435571805453	0.0	0.0	0.0	0.0	363	host	gene-PA1076
gene-PA3467	215.1048993312469	127.8226103635287	0.0	0.0	0.29835049106097544	1.4911314003376501	1368	host	gene-PA3467
gene-PA2017	184.5738813616506	80.58125851488813	0.0	0.0	0.0	0.0	930	host	gene-PA2017
gene-PHIKZ241	74.30896522352167	75.69754587762219	1107.566171718087	1030.9212554380072	164.4941871078731	153.2991525467129	330	phage	gene-PHIKZ241
gene-PA1008	258.6704485628919	1106.7172846665019	0.0	0.0	0.8610621767329419	1.721407388744224	474	host	bcp
gene-PA2435	111.12670025874087	125.78142064257464	0.0	0.0	0.0	0.0	1986	host	gene-PA2435
